song_id,difficulty,difficulty_level,note_count,song_title_jpn,song_title_eng,bpm,playback_time_minutes,playback_time_seconds
60,expert,26,815,悔やむと書いてミライ,Composing the Future,194,00:01:40,100.0
60,master,30,973,悔やむと書いてミライ,Composing the Future,194,00:01:40,100.0
61,easy,8,204,携帯恋話,Cellphone Love Story,150,00:02:19,139.0
61,normal,12,361,携帯恋話,Cellphone Love Story,150,00:02:19,139.0
61,hard,18,651,携帯恋話,Cellphone Love Story,150,00:02:19,139.0
61,expert,25,981,携帯恋話,Cellphone Love Story,150,00:02:19,139.0
61,master,29,1131,携帯恋話,Cellphone Love Story,150,00:02:19,139.0
62,easy,9,206,ジャックポットサッドガール,Jack Pot Sad Girl,204,00:01:23,83.0
62,normal,13,258,ジャックポットサッドガール,Jack Pot Sad Girl,204,00:01:23,83.0
62,hard,18,491,ジャックポットサッドガール,Jack Pot Sad Girl,204,00:01:23,83.0
62,expert,26,647,ジャックポットサッドガール,Jack Pot Sad Girl,204,00:01:23,83.0
62,master,29,767,ジャックポットサッドガール,Jack Pot Sad Girl,204,00:01:23,83.0
63,easy,7,216,needLe,needLe,190,00:01:54,114.0
63,normal,12,430,needLe,needLe,190,00:01:54,114.0
63,hard,17,662,needLe,needLe,190,00:01:54,114.0
63,expert,25,889,needLe,needLe,190,00:01:54,114.0
63,master,29,1029,needLe,needLe,190,00:01:54,114.0
64,easy,8,251,ステラ,Stella,197,00:02:13,133.0
64,normal,13,503,ステラ,Stella,197,00:02:13,133.0
64,hard,17,694,ステラ,Stella,197,00:02:13,133.0
64,expert,26,955,ステラ,Stella,197,00:02:13,133.0
64,master,30,1190,ステラ,Stella,197,00:02:13,133.0
66,easy,5,104,ハロ／ハワユ,Hello/How Are You?,95,00:02:26,146.0
66,normal,10,271,ハロ／ハワユ,Hello/How Are You?,95,00:02:26,146.0
66,hard,15,501,ハロ／ハワユ,Hello/How Are You?,95,00:02:26,146.0
66,expert,22,690,ハロ／ハワユ,Hello/How Are You?,95,00:02:26,146.0
66,master,27,851,ハロ／ハワユ,Hello/How Are You?,95,00:02:26,146.0
67,easy,5,112,自傷無色,Jishoumushoku,120,00:01:44,104.0
67,normal,10,291,自傷無色,Jishoumushoku,120,00:01:44,104.0
67,hard,17,443,自傷無色,Jishoumushoku,120,00:01:44,104.0
67,expert,22,614,自傷無色,Jishoumushoku,120,00:01:44,104.0
67,master,26,829,自傷無色,Jishoumushoku,120,00:01:44,104.0
68,easy,8,157,ダンスロボットダンス,Dance Robot Dance,190,00:01:42,102.0
68,normal,13,407,ダンスロボットダンス,Dance Robot Dance,190,00:01:42,102.0
68,hard,18,719,ダンスロボットダンス,Dance Robot Dance,190,00:01:42,102.0
68,expert,26,927,ダンスロボットダンス,Dance Robot Dance,190,00:01:42,102.0
68,master,30,1057,ダンスロボットダンス,Dance Robot Dance,190,00:01:42,102.0
69,easy,6,108,フラジール,Fragile,127,00:02:04,124.0
69,normal,11,377,フラジール,Fragile,127,00:02:04,124.0
69,hard,17,669,フラジール,Fragile,127,00:02:04,124.0
69,expert,24,863,フラジール,Fragile,127,00:02:04,124.0
69,master,28,1040,フラジール,Fragile,127,00:02:04,124.0
70,easy,6,167,メルティランドナイトメア,Melty Land Nightmare,140,00:01:59,119.0
70,normal,12,397,メルティランドナイトメア,Melty Land Nightmare,140,00:01:59,119.0
70,hard,17,595,メルティランドナイトメア,Melty Land Nightmare,140,00:01:59,119.0
70,expert,24,934,メルティランドナイトメア,Melty Land Nightmare,140,00:01:59,119.0
70,master,27,959,メルティランドナイトメア,Melty Land Nightmare,140,00:01:59,119.0
71,easy,6,168,ツギハギスタッカート,Patchwork Staccato,139,00:02:02,122.0
71,normal,11,316,ツギハギスタッカート,Patchwork Staccato,139,00:02:02,122.0
71,hard,16,583,ツギハギスタッカート,Patchwork Staccato,139,00:02:02,122.0
71,expert,24,854,ツギハギスタッカート,Patchwork Staccato,139,00:02:02,122.0
71,master,28,861,ツギハギスタッカート,Patchwork Staccato,139,00:02:02,122.0
72,easy,7,157,ブレス・ユア・ブレス,Bless Your Breath,152,00:01:34,94.0
72,normal,13,361,ブレス・ユア・ブレス,Bless Your Breath,152,00:01:34,94.0
72,hard,17,511,ブレス・ユア・ブレス,Bless Your Breath,152,00:01:34,94.0
72,expert,24,696,ブレス・ユア・ブレス,Bless Your Breath,152,00:01:34,94.0
72,master,29,873,ブレス・ユア・ブレス,Bless Your Breath,152,00:01:34,94.0
73,easy,6,139,ニア,Near,128,00:01:56,116.0
73,normal,11,266,ニア,Near,128,00:01:56,116.0
73,hard,16,517,ニア,Near,128,00:01:56,116.0
73,expert,22,702,ニア,Near,128,00:01:56,116.0
73,master,27,841,ニア,Near,128,00:01:56,116.0
74,easy,6,74,独りんぼエンヴィー,Hitorinbo Envy,132,00:01:14,74.0
74,normal,11,171,独りんぼエンヴィー,Hitorinbo Envy,132,00:01:14,74.0
74,hard,16,356,独りんぼエンヴィー,Hitorinbo Envy,132,00:01:14,74.0
74,expert,22,544,独りんぼエンヴィー,Hitorinbo Envy,132,00:01:14,74.0
74,master,26,589,独りんぼエンヴィー,Hitorinbo Envy,132,00:01:14,74.0
75,easy,6,119,ウミユリ海底譚,Tale of the Deep-sea Lily,120,00:01:42,102.0
75,normal,13,287,ウミユリ海底譚,Tale of the Deep-sea Lily,120,00:01:42,102.0
75,hard,17,497,ウミユリ海底譚,Tale of the Deep-sea Lily,120,00:01:42,102.0
75,expert,23,737,ウミユリ海底譚,Tale of the Deep-sea Lily,120,00:01:42,102.0
75,master,28,833,ウミユリ海底譚,Tale of the Deep-sea Lily,120,00:01:42,102.0
76,easy,6,143,セカイ,SEKAI,133,00:01:52,112.0
76,normal,12,400,セカイ,SEKAI,133,00:01:52,112.0
76,hard,18,549,セカイ,SEKAI,133,00:01:52,112.0
76,expert,23,735,セカイ,SEKAI,133,00:01:52,112.0
76,master,27,858,セカイ,SEKAI,133,00:01:52,112.0
77,easy,7,127,ワーワーワールド,Wah Wah World,160,00:01:49,109.0
77,normal,12,343,ワーワーワールド,Wah Wah World,160,00:01:49,109.0
77,hard,17,519,ワーワーワールド,Wah Wah World,160,00:01:49,109.0
77,expert,24,789,ワーワーワールド,Wah Wah World,160,00:01:49,109.0
77,master,29,960,ワーワーワールド,Wah Wah World,160,00:01:49,109.0
78,easy,8,278,ぼうけんのしょがきえました！,Your Adventure Log Has Vanished!,176,00:01:50,110.0
78,normal,13,472,ぼうけんのしょがきえました！,Your Adventure Log Has Vanished!,176,00:01:50,110.0
78,hard,19,711,ぼうけんのしょがきえました！,Your Adventure Log Has Vanished!,176,00:01:50,110.0
78,expert,26,951,ぼうけんのしょがきえました！,Your Adventure Log Has Vanished!,176,00:01:50,110.0
78,master,31,1092,ぼうけんのしょがきえました！,Your Adventure Log Has Vanished!,176,00:01:50,110.0
81,easy,8,184,夜咄ディセイブ,Yobanashi Deceive,130,00:02:20,140.0
81,normal,14,424,夜咄ディセイブ,Yobanashi Deceive,130,00:02:20,140.0
81,hard,19,851,夜咄ディセイブ,Yobanashi Deceive,130,00:02:20,140.0
81,expert,26,1165,夜咄ディセイブ,Yobanashi Deceive,130,00:02:20,140.0
81,master,30,1311,夜咄ディセイブ,Yobanashi Deceive,130,00:02:20,140.0
82,easy,6,134,alive,alive,128,00:01:58,118.0
82,normal,11,341,alive,alive,128,00:01:58,118.0
82,hard,16,593,alive,alive,128,00:01:58,118.0
82,expert,23,804,alive,alive,128,00:01:58,118.0
82,master,27,1016,alive,alive,128,00:01:58,118.0
83,easy,6,137,Gimme×Gimme,Gimme×Gimme,105,00:02:15,135.0
83,normal,11,348,Gimme×Gimme,Gimme×Gimme,105,00:02:15,135.0
83,hard,18,613,Gimme×Gimme,Gimme×Gimme,105,00:02:15,135.0
83,expert,26,842,Gimme×Gimme,Gimme×Gimme,105,00:02:15,135.0
83,master,29,907,Gimme×Gimme,Gimme×Gimme,105,00:02:15,135.0
84,easy,6,152,ジャンキーナイトタウンオーケストラ,junky nighttown orchestra,145,00:02:22,142.0
84,normal,13,465,ジャンキーナイトタウンオーケストラ,junky nighttown orchestra,145,00:02:22,142.0
84,hard,18,740,ジャンキーナイトタウンオーケストラ,junky nighttown orchestra,145,00:02:22,142.0
84,expert,26,1070,ジャンキーナイトタウンオーケストラ,junky nighttown orchestra,145,00:02:22,142.0
84,master,31,1374,ジャンキーナイトタウンオーケストラ,junky nighttown orchestra,145,00:02:22,142.0
85,easy,9,183,Leia - Remind,Leia - Remind,190,00:02:10,130.0
85,normal,13,372,Leia - Remind,Leia - Remind,190,00:02:10,130.0
85,hard,18,587,Leia - Remind,Leia - Remind,190,00:02:10,130.0
85,expert,25,970,Leia - Remind,Leia - Remind,190,00:02:10,130.0
85,master,29,1155,Leia - Remind,Leia - Remind,190,00:02:10,130.0
86,easy,7,169,on the rocks,on the rocks,150,00:02:07,127.0
86,normal,11,425,on the rocks,on the rocks,150,00:02:07,127.0
86,hard,16,565,on the rocks,on the rocks,150,00:02:07,127.0
86,expert,23,857,on the rocks,on the rocks,150,00:02:07,127.0
86,master,27,1004,on the rocks,on the rocks,150,00:02:07,127.0
87,easy,6,174,恋愛裁判,Love Trial,134,00:02:12,132.0
87,normal,12,447,恋愛裁判,Love Trial,134,00:02:12,132.0
87,hard,17,591,恋愛裁判,Love Trial,134,00:02:12,132.0
87,expert,22,889,恋愛裁判,Love Trial,134,00:02:12,132.0
87,master,28,1149,恋愛裁判,Love Trial,134,00:02:12,132.0
88,easy,9,297,チュルリラ・チュルリラ・ダッダッダ！,Chururira Chururira Daddadda!,220,00:02:23,143.0
88,normal,13,516,チュルリラ・チュルリラ・ダッダッダ！,Chururira Chururira Daddadda!,220,00:02:23,143.0
88,hard,18,882,チュルリラ・チュルリラ・ダッダッダ！,Chururira Chururira Daddadda!,220,00:02:23,143.0
88,expert,26,1246,チュルリラ・チュルリラ・ダッダッダ！,Chururira Chururira Daddadda!,220,00:02:23,143.0
88,master,31,1401,チュルリラ・チュルリラ・ダッダッダ！,Chururira Chururira Daddadda!,220,00:02:23,143.0
89,easy,6,182,Color of Drops,Color of Drops,152,00:01:54,114.0
89,normal,12,392,Color of Drops,Color of Drops,152,00:01:54,114.0
89,hard,16,537,Color of Drops,Color of Drops,152,00:01:54,114.0
89,expert,23,796,Color of Drops,Color of Drops,152,00:01:54,114.0
89,master,28,918,Color of Drops,Color of Drops,152,00:01:54,114.0
90,easy,6,108,限りなく灰色へ,Close to gray,108,00:02:01,121.0
90,normal,12,227,限りなく灰色へ,Close to gray,108,00:02:01,121.0
90,hard,18,470,限りなく灰色へ,Close to gray,108,00:02:01,121.0
90,expert,26,818,限りなく灰色へ,Close to gray,108,00:02:01,121.0
90,master,31,849,限りなく灰色へ,Close to gray,108,00:02:01,121.0
91,easy,7,116,ドラマツルギー,Dramaturgy,149,00:01:35,95.0
91,normal,12,284,ドラマツルギー,Dramaturgy,149,00:01:35,95.0
91,hard,17,515,ドラマツルギー,Dramaturgy,149,00:01:35,95.0
91,expert,25,747,ドラマツルギー,Dramaturgy,149,00:01:35,95.0
91,master,29,862,ドラマツルギー,Dramaturgy,149,00:01:35,95.0
92,easy,5,177,乙女解剖,Otome Dissection,134,00:01:51,111.0
92,normal,12,359,乙女解剖,Otome Dissection,134,00:01:51,111.0
92,hard,16,509,乙女解剖,Otome Dissection,134,00:01:51,111.0
92,expert,24,834,乙女解剖,Otome Dissection,134,00:01:51,111.0
92,master,28,1002,乙女解剖,Otome Dissection,134,00:01:51,111.0
93,easy,8,255,青く駆けろ！,Aoku Kakero!,190,00:02:01,121.0
93,normal,13,471,青く駆けろ！,Aoku Kakero!,190,00:02:01,121.0
93,hard,17,757,青く駆けろ！,Aoku Kakero!,190,00:02:01,121.0
93,expert,24,919,青く駆けろ！,Aoku Kakero!,190,00:02:01,121.0
93,master,27,1048,青く駆けろ！,Aoku Kakero!,190,00:02:01,121.0
94,easy,6,201,とても痛い痛がりたい,Totemoitai Itagaritai,140,00:01:53,113.0
94,normal,13,353,とても痛い痛がりたい,Totemoitai Itagaritai,140,00:01:53,113.0
94,hard,18,590,とても痛い痛がりたい,Totemoitai Itagaritai,140,00:01:53,113.0
94,expert,23,817,とても痛い痛がりたい,Totemoitai Itagaritai,140,00:01:53,113.0
94,master,28,915,とても痛い痛がりたい,Totemoitai Itagaritai,140,00:01:53,113.0
95,easy,6,188,威風堂々,Ifuudoudou,130,00:02:25,145.0
95,normal,12,326,威風堂々,Ifuudoudou,130,00:02:25,145.0
95,hard,17,604,威風堂々,Ifuudoudou,130,00:02:25,145.0
95,expert,24,975,威風堂々,Ifuudoudou,130,00:02:25,145.0
95,master,28,1166,威風堂々,Ifuudoudou,130,00:02:25,145.0
96,easy,5,196,from Y to Y,from Y to Y,98,00:02:35,155.0
96,normal,11,284,from Y to Y,from Y to Y,98,00:02:35,155.0
96,hard,16,551,from Y to Y,from Y to Y,98,00:02:35,155.0
96,expert,24,847,from Y to Y,from Y to Y,98,00:02:35,155.0
96,master,27,982,from Y to Y,from Y to Y,98,00:02:35,155.0
97,easy,7,192,霽れを待つ,Awaiting Clear Skies,168,00:01:54,114.0
97,normal,12,461,霽れを待つ,Awaiting Clear Skies,168,00:01:54,114.0
97,hard,17,562,霽れを待つ,Awaiting Clear Skies,168,00:01:54,114.0
97,expert,26,974,霽れを待つ,Awaiting Clear Skies,168,00:01:54,114.0
97,master,31,1106,霽れを待つ,Awaiting Clear Skies,168,00:01:54,114.0
98,easy,7,142,ロストワンの号哭,Lost One's Weeping,162,00:01:47,107.0
98,normal,14,343,ロストワンの号哭,Lost One's Weeping,162,00:01:47,107.0
98,hard,19,600,ロストワンの号哭,Lost One's Weeping,162,00:01:47,107.0
98,expert,26,947,ロストワンの号哭,Lost One's Weeping,162,00:01:47,107.0
98,master,33,1157,ロストワンの号哭,Lost One's Weeping,162,00:01:47,107.0
99,easy,9,243,モア！ジャンプ！モア！,MORE! JUMP! MORE!,202,00:02:03,123.0
99,normal,13,417,モア！ジャンプ！モア！,MORE! JUMP! MORE!,202,00:02:03,123.0
99,hard,18,735,モア！ジャンプ！モア！,MORE! JUMP! MORE!,202,00:02:03,123.0
99,expert,26,1011,モア！ジャンプ！モア！,MORE! JUMP! MORE!,202,00:02:03,123.0
99,master,31,1257,モア！ジャンプ！モア！,MORE! JUMP! MORE!,202,00:02:03,123.0
100,easy,6,157,ECHO,ECHO,140,00:01:39,99.0
100,normal,12,279,ECHO,ECHO,140,00:01:39,99.0
100,hard,16,404,ECHO,ECHO,140,00:01:39,99.0
100,expert,23,659,ECHO,ECHO,140,00:01:39,99.0
100,master,26,805,ECHO,ECHO,140,00:01:39,99.0
101,easy,6,204,RAD DOGS,RAD DOGS,140,00:02:20,140.0
101,normal,12,418,RAD DOGS,RAD DOGS,140,00:02:20,140.0
101,hard,18,743,RAD DOGS,RAD DOGS,140,00:02:20,140.0
101,expert,26,1067,RAD DOGS,RAD DOGS,140,00:02:20,140.0
101,master,30,1197,RAD DOGS,RAD DOGS,140,00:02:20,140.0
102,easy,7,184,幽霊東京,Ghost City Tokyo,124,00:02:13,133.0
102,normal,13,375,幽霊東京,Ghost City Tokyo,124,00:02:13,133.0
102,hard,17,595,幽霊東京,Ghost City Tokyo,124,00:02:13,133.0
102,expert,24,904,幽霊東京,Ghost City Tokyo,124,00:02:13,133.0
